,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,LLM,False Positives,False Negatives,Incorrect Extractions,Correct Matches,Precision,Recall,F1score,Accuracy,Parsed,Hospital,Prompt,Distressed
319,319.0,319.0,319.0,319.0,319.0,319.0,319.0,,GliNER,12.458333333333334,62.458333333333336,0.0,1.5416666666666667,11.011904761904765,2.408854166666667,3.952991452991453,2.408854166666667,,LHSC,,False
320,320.0,320.0,320.0,320.0,320.0,320.0,320.0,,GliNER,14.127609427609428,63.12760942760943,0.0,0.8723905723905724,5.815937149270482,1.3631102693602692,2.208583727571069,1.3631102693602692,,MtSinai,,True
321,321.0,321.0,321.0,321.0,321.0,321.0,321.0,,GliNER,13.786309523809525,62.78630952380952,0.0,1.2136904761904763,8.091269841269842,1.8963913690476193,3.0726341169379148,1.8963913690476193,,MtSinai,,False
322,322.0,322.0,322.0,322.0,322.0,322.0,322.0,,GliNER,12.269988344988343,61.26998834498834,0.0,2.730011655011656,18.200077700077703,4.265643210955712,6.911421911421913,4.265643210955712,,NYGH,,False
323,323.0,323.0,323.0,323.0,323.0,323.0,323.0,,GliNER,0.9,63.9,0.0,0.1,10.0,0.15625,0.3076923076923077,0.15625,,NYGH,,True
324,324.0,324.0,324.0,324.0,324.0,324.0,324.0,,GliNER,13.9640350877193,62.964035087719296,0.0,1.0359649122807015,6.906432748538011,1.618695175438596,2.6226959804574723,1.618695175438596,,SickKids,,False
325,325.0,325.0,325.0,325.0,325.0,325.0,325.0,,GliNER,4.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,,SickKids,,True
326,326.0,326.0,326.0,326.0,326.0,326.0,326.0,,GliNER,14.632539682539685,61.63253968253968,0.0,2.3674603174603175,13.92623716153128,3.699156746031746,5.845581030766216,3.699156746031746,,Trillium,,False
327,327.0,327.0,327.0,327.0,327.0,327.0,327.0,,GliNER,15.575,61.575,0.0,2.4250000000000003,13.472222222222223,3.7890625,5.914634146341465,3.7890625,,Trillium,,True
328,328.0,328.0,328.0,328.0,328.0,328.0,328.0,,GliNER,14.353535353535351,62.35353535353536,0.0,1.6464646464646466,10.290404040404042,2.5726010101010104,4.116161616161617,2.5726010101010104,,UHN,,True
329,329.0,329.0,329.0,329.0,329.0,329.0,329.0,,GliNER,13.614285714285714,58.614285714285714,0.0,5.385714285714286,28.345864661654137,8.415178571428573,12.977624784853704,8.415178571428573,,UHN,,False
330,330.0,330.0,330.0,330.0,330.0,330.0,330.0,,mistral(24b),7.0,9.0,4.0,51.0,82.25806451612904,85.0,83.6065573770492,79.6875,True,fakeHospital1,Normal,True
331,331.0,331.0,331.0,331.0,331.0,331.0,331.0,,llama3.170b,7.0,13.0,3.0,48.0,82.75862068965517,78.68852459016394,80.67226890756304,75.0,True,fakeHospital1,Normal,False
332,332.0,332.0,332.0,332.0,332.0,332.0,332.0,,mistral(24b),7.0,10.0,2.0,52.0,85.24590163934425,83.87096774193549,84.55284552845528,81.25,True,fakeHospital1,Normal,False
333,333.0,333.0,333.0,333.0,333.0,333.0,333.0,,llama3.170b,10.0,19.0,2.0,43.0,78.18181818181819,69.35483870967742,73.5042735042735,67.1875,True,fakeHospital1,Normal,True
334,334.0,334.0,334.0,334.0,334.0,334.0,334.0,,gemma327b,7.0,44.0,6.0,14.0,51.85185185185185,24.13793103448276,32.94117647058823,21.875,True,fakeHospital1,Normal,False
335,335.0,335.0,335.0,335.0,335.0,335.0,335.0,,gemma327b,12.0,46.0,8.0,10.0,33.33333333333333,17.857142857142858,23.25581395348837,15.625,True,fakeHospital1,Normal,True
336,336.0,336.0,336.0,336.0,336.0,336.0,336.0,,mistral(24b),,,,,,,,,False,fakeHospital2,Normal,True
337,337.0,337.0,337.0,337.0,337.0,337.0,337.0,,mistral(24b),8.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,fakeHospital2,Normal,False
338,338.0,338.0,338.0,338.0,338.0,338.0,338.0,,gemma327b,7.0,52.0,2.0,10.0,52.63157894736842,16.129032258064516,24.69135802469136,15.625,True,fakeHospital2,Normal,False
339,339.0,339.0,339.0,339.0,339.0,339.0,339.0,,llama3.170b,4.0,18.0,2.0,44.0,88.0,70.96774193548387,78.57142857142857,68.75,True,fakeHospital2,Normal,True
340,340.0,340.0,340.0,340.0,340.0,340.0,340.0,,gemma327b,11.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,fakeHospital2,Normal,True
341,341.0,341.0,341.0,341.0,341.0,341.0,341.0,,llama3.170b,11.0,22.0,2.0,40.0,75.47169811320755,64.51612903225806,69.56521739130434,62.5,True,fakeHospital2,Normal,False
342,342.0,342.0,342.0,342.0,342.0,342.0,342.0,,llama3.170b,5.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,CHEO,Normal,False
343,343.0,343.0,343.0,343.0,343.0,343.0,343.0,,mistral(24b),4.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,CHEO,Normal,True
344,344.0,344.0,344.0,344.0,344.0,344.0,344.0,,gemma327b,17.0,58.0,2.0,4.0,17.391304347826086,6.451612903225806,9.411764705882351,6.25,True,CHEO,Normal,True
345,345.0,345.0,345.0,345.0,345.0,345.0,345.0,,llama3.170b,4.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,CHEO,Normal,True
346,346.0,346.0,346.0,346.0,346.0,346.0,346.0,,mistral(24b),,,,,,,,,False,CHEO,Normal,False
347,347.0,347.0,347.0,347.0,347.0,347.0,347.0,,gemma327b,1.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,CHEO,Normal,False
348,348.0,348.0,348.0,348.0,348.0,348.0,348.0,,mistral(24b),,,,,,,,,False,Hamilton,Normal,True
349,349.0,349.0,349.0,349.0,349.0,349.0,349.0,,gemma327b,0.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,True,Hamilton,Normal,False
350,350.0,350.0,350.0,350.0,350.0,350.0,350.0,,llama3.170b,5.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Hamilton,Normal,True
351,351.0,351.0,351.0,351.0,351.0,351.0,351.0,,mistral(24b),,,,,,,,,False,Hamilton,Normal,False
352,352.0,352.0,352.0,352.0,352.0,352.0,352.0,,gemma327b,0.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,True,Hamilton,Normal,True
353,353.0,353.0,353.0,353.0,353.0,353.0,353.0,,llama3.170b,,,,,,,,,False,Hamilton,Normal,False
354,354.0,354.0,354.0,354.0,354.0,354.0,354.0,,mistral(24b),,,,,,,,,False,Kingston,Normal,True
355,355.0,355.0,355.0,355.0,355.0,355.0,355.0,,llama3.170b,20.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Kingston,Normal,False
356,356.0,356.0,356.0,356.0,356.0,356.0,356.0,,gemma327b,8.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Kingston,Normal,True
357,357.0,357.0,357.0,357.0,357.0,357.0,357.0,,llama3.170b,15.0,63.0,0.0,1.0,6.25,1.5625,2.5,1.5625,True,Kingston,Normal,True
358,358.0,358.0,358.0,358.0,358.0,358.0,358.0,,gemma327b,14.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Kingston,Normal,False
359,359.0,359.0,359.0,359.0,359.0,359.0,359.0,,mistral(24b),,,,,,,,,False,Kingston,Normal,False
360,360.0,360.0,360.0,360.0,360.0,360.0,360.0,,mistral(24b),14.0,15.0,3.0,46.0,73.01587301587301,75.40983606557377,74.19354838709678,71.875,True,LHSC,Normal,True
361,361.0,361.0,361.0,361.0,361.0,361.0,361.0,,mistral(24b),9.0,10.0,4.0,50.0,79.36507936507937,83.33333333333334,81.30081300813009,78.125,True,LHSC,Normal,False
362,362.0,362.0,362.0,362.0,362.0,362.0,362.0,,gemma327b,17.0,20.0,4.0,40.0,65.57377049180327,66.66666666666666,66.11570247933884,62.5,True,LHSC,Normal,False
363,363.0,363.0,363.0,363.0,363.0,363.0,363.0,,gemma327b,23.0,46.0,2.0,16.0,39.02439024390244,25.806451612903224,31.067961165048544,25.0,True,LHSC,Normal,True
364,364.0,364.0,364.0,364.0,364.0,364.0,364.0,,llama3.170b,12.0,18.0,2.0,44.0,75.86206896551724,70.96774193548387,73.33333333333333,68.75,True,LHSC,Normal,False
365,365.0,365.0,365.0,365.0,365.0,365.0,365.0,,llama3.170b,8.0,14.0,3.0,47.0,81.03448275862068,77.04918032786885,78.99159663865547,73.4375,True,LHSC,Normal,True
366,366.0,366.0,366.0,366.0,366.0,366.0,366.0,,mistral(24b),,,,,,,,,False,MtSinai,Normal,True
367,367.0,367.0,367.0,367.0,367.0,367.0,367.0,,gemma327b,1.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,MtSinai,Normal,True
368,368.0,368.0,368.0,368.0,368.0,368.0,368.0,,gemma327b,11.0,49.0,1.0,14.0,53.84615384615385,22.22222222222222,31.46067415730337,21.875,True,MtSinai,Normal,False
369,369.0,369.0,369.0,369.0,369.0,369.0,369.0,,llama3.170b,13.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,MtSinai,Normal,True
370,370.0,370.0,370.0,370.0,370.0,370.0,370.0,,mistral(24b),4.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,MtSinai,Normal,False
371,371.0,371.0,371.0,371.0,371.0,371.0,371.0,,llama3.170b,15.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,MtSinai,Normal,False
372,372.0,372.0,372.0,372.0,372.0,372.0,372.0,,gemma327b,2.0,61.0,1.0,2.0,40.0,3.1746031746031744,5.88235294117647,3.125,True,NYGH,Normal,True
373,373.0,373.0,373.0,373.0,373.0,373.0,373.0,,mistral(24b),7.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,NYGH,Normal,False
374,374.0,374.0,374.0,374.0,374.0,374.0,374.0,,gemma327b,1.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,NYGH,Normal,False
375,375.0,375.0,375.0,375.0,375.0,375.0,375.0,,mistral(24b),2.0,55.0,1.0,8.0,72.72727272727273,12.698412698412698,21.62162162162162,12.5,True,NYGH,Normal,True
376,376.0,376.0,376.0,376.0,376.0,376.0,376.0,,llama3.170b,0.0,60.0,0.0,4.0,100.0,6.25,11.764705882352942,6.25,True,NYGH,Normal,True
377,377.0,377.0,377.0,377.0,377.0,377.0,377.0,,llama3.170b,6.0,11.0,2.0,51.0,86.4406779661017,82.25806451612904,84.29752066115704,79.6875,True,NYGH,Normal,False
378,378.0,378.0,378.0,378.0,378.0,378.0,378.0,,gemma327b,15.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,SickKids,Normal,True
379,379.0,379.0,379.0,379.0,379.0,379.0,379.0,,llama3.170b,,,,,,,,,False,SickKids,Normal,True
380,380.0,380.0,380.0,380.0,380.0,380.0,380.0,,mistral(24b),,,,,,,,,False,SickKids,Normal,True
381,381.0,381.0,381.0,381.0,381.0,381.0,381.0,,llama3.170b,,,,,,,,,False,SickKids,Normal,False
382,382.0,382.0,382.0,382.0,382.0,382.0,382.0,,gemma327b,,,,,,,,,False,SickKids,Normal,False
383,383.0,383.0,383.0,383.0,383.0,383.0,383.0,,mistral(24b),,,,,,,,,False,SickKids,Normal,False
384,384.0,384.0,384.0,384.0,384.0,384.0,384.0,,llama3.170b,,,,,,,,,False,Trillium,Normal,True
385,385.0,385.0,385.0,385.0,385.0,385.0,385.0,,gemma327b,14.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Trillium,Normal,True
386,386.0,386.0,386.0,386.0,386.0,386.0,386.0,,mistral(24b),,,,,,,,,False,Trillium,Normal,True
387,387.0,387.0,387.0,387.0,387.0,387.0,387.0,,gemma327b,24.0,63.0,0.0,1.0,4.0,1.5625,2.247191011235955,1.5625,True,Trillium,Normal,False
388,388.0,388.0,388.0,388.0,388.0,388.0,388.0,,llama3.170b,5.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Trillium,Normal,False
389,389.0,389.0,389.0,389.0,389.0,389.0,389.0,,mistral(24b),,,,,,,,,False,Trillium,Normal,False
390,390.0,390.0,390.0,390.0,390.0,390.0,390.0,,mistral(24b),10.0,52.0,0.0,12.0,54.54545454545454,18.75,27.90697674418605,18.75,True,UHN,Normal,False
391,391.0,391.0,391.0,391.0,391.0,391.0,391.0,,mistral(24b),,,,,,,,,False,UHN,Normal,True
392,392.0,392.0,392.0,392.0,392.0,392.0,392.0,,gemma327b,1.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,UHN,Normal,False
393,393.0,393.0,393.0,393.0,393.0,393.0,393.0,,llama3.170b,29.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,UHN,Normal,True
394,394.0,394.0,394.0,394.0,394.0,394.0,394.0,,llama3.170b,9.0,15.0,4.0,45.0,77.58620689655173,75.0,76.27118644067797,70.3125,True,UHN,Normal,False
395,395.0,395.0,395.0,395.0,395.0,395.0,395.0,,gemma327b,1.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,UHN,Normal,True
396,396.0,396.0,396.0,396.0,396.0,396.0,396.0,,mistral(24b),7.0,9.0,4.0,51.0,82.25806451612904,85.0,83.6065573770492,79.6875,True,fakeHospital1,LTNER/GPT-NER,True
397,397.0,397.0,397.0,397.0,397.0,397.0,397.0,,llama3.170b,7.0,13.0,3.0,48.0,82.75862068965517,78.68852459016394,80.67226890756304,75.0,True,fakeHospital1,LTNER/GPT-NER,False
398,398.0,398.0,398.0,398.0,398.0,398.0,398.0,,mistral(24b),7.0,10.0,2.0,52.0,85.24590163934425,83.87096774193549,84.55284552845528,81.25,True,fakeHospital1,LTNER/GPT-NER,False
399,399.0,399.0,399.0,399.0,399.0,399.0,399.0,,llama3.170b,10.0,19.0,2.0,43.0,78.18181818181819,69.35483870967742,73.5042735042735,67.1875,True,fakeHospital1,LTNER/GPT-NER,True
400,400.0,400.0,400.0,400.0,400.0,400.0,400.0,,gemma327b,7.0,44.0,6.0,14.0,51.85185185185185,24.13793103448276,32.94117647058823,21.875,True,fakeHospital1,LTNER/GPT-NER,False
401,401.0,401.0,401.0,401.0,401.0,401.0,401.0,,gemma327b,12.0,46.0,8.0,10.0,33.33333333333333,17.857142857142858,23.25581395348837,15.625,True,fakeHospital1,LTNER/GPT-NER,True
402,402.0,402.0,402.0,402.0,402.0,402.0,402.0,,mistral(24b),,,,,,,,,False,fakeHospital2,LTNER/GPT-NER,True
403,403.0,403.0,403.0,403.0,403.0,403.0,403.0,,mistral(24b),8.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,fakeHospital2,LTNER/GPT-NER,False
404,404.0,404.0,404.0,404.0,404.0,404.0,404.0,,gemma327b,7.0,52.0,2.0,10.0,52.63157894736842,16.129032258064516,24.69135802469136,15.625,True,fakeHospital2,LTNER/GPT-NER,False
405,405.0,405.0,405.0,405.0,405.0,405.0,405.0,,llama3.170b,4.0,18.0,2.0,44.0,88.0,70.96774193548387,78.57142857142857,68.75,True,fakeHospital2,LTNER/GPT-NER,True
406,406.0,406.0,406.0,406.0,406.0,406.0,406.0,,gemma327b,11.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,fakeHospital2,LTNER/GPT-NER,True
407,407.0,407.0,407.0,407.0,407.0,407.0,407.0,,llama3.170b,11.0,22.0,2.0,40.0,75.47169811320755,64.51612903225806,69.56521739130434,62.5,True,fakeHospital2,LTNER/GPT-NER,False
408,408.0,408.0,408.0,408.0,408.0,408.0,408.0,,llama3.170b,5.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,CHEO,LTNER/GPT-NER,False
409,409.0,409.0,409.0,409.0,409.0,409.0,409.0,,mistral(24b),4.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,CHEO,LTNER/GPT-NER,True
410,410.0,410.0,410.0,410.0,410.0,410.0,410.0,,gemma327b,17.0,58.0,2.0,4.0,17.391304347826086,6.451612903225806,9.411764705882351,6.25,True,CHEO,LTNER/GPT-NER,True
411,411.0,411.0,411.0,411.0,411.0,411.0,411.0,,llama3.170b,4.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,CHEO,LTNER/GPT-NER,True
412,412.0,412.0,412.0,412.0,412.0,412.0,412.0,,mistral(24b),,,,,,,,,False,CHEO,LTNER/GPT-NER,False
413,413.0,413.0,413.0,413.0,413.0,413.0,413.0,,gemma327b,1.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,CHEO,LTNER/GPT-NER,False
414,414.0,414.0,414.0,414.0,414.0,414.0,414.0,,mistral(24b),,,,,,,,,False,Hamilton,LTNER/GPT-NER,True
415,415.0,415.0,415.0,415.0,415.0,415.0,415.0,,gemma327b,0.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,True,Hamilton,LTNER/GPT-NER,False
416,416.0,416.0,416.0,416.0,416.0,416.0,416.0,,llama3.170b,5.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Hamilton,LTNER/GPT-NER,True
417,417.0,417.0,417.0,417.0,417.0,417.0,417.0,,mistral(24b),,,,,,,,,False,Hamilton,LTNER/GPT-NER,False
418,418.0,418.0,418.0,418.0,418.0,418.0,418.0,,gemma327b,0.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,True,Hamilton,LTNER/GPT-NER,True
419,419.0,419.0,419.0,419.0,419.0,419.0,419.0,,llama3.170b,,,,,,,,,False,Hamilton,LTNER/GPT-NER,False
420,420.0,420.0,420.0,420.0,420.0,420.0,420.0,,mistral(24b),,,,,,,,,False,Kingston,LTNER/GPT-NER,True
421,421.0,421.0,421.0,421.0,421.0,421.0,421.0,,llama3.170b,,,,,,,,,False,Kingston,LTNER/GPT-NER,False
422,422.0,422.0,422.0,422.0,422.0,422.0,422.0,,gemma327b,8.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Kingston,LTNER/GPT-NER,True
423,423.0,423.0,423.0,423.0,423.0,423.0,423.0,,llama3.170b,15.0,63.0,0.0,1.0,6.25,1.5625,2.5,1.5625,True,Kingston,LTNER/GPT-NER,True
424,424.0,424.0,424.0,424.0,424.0,424.0,424.0,,gemma327b,14.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Kingston,LTNER/GPT-NER,False
425,425.0,425.0,425.0,425.0,425.0,425.0,425.0,,mistral(24b),,,,,,,,,False,Kingston,LTNER/GPT-NER,False
426,426.0,426.0,426.0,426.0,426.0,426.0,426.0,,mistral(24b),14.0,15.0,3.0,46.0,73.01587301587301,75.40983606557377,74.19354838709678,71.875,True,LHSC,LTNER/GPT-NER,True
427,427.0,427.0,427.0,427.0,427.0,427.0,427.0,,mistral(24b),9.0,10.0,4.0,50.0,79.36507936507937,83.33333333333334,81.30081300813009,78.125,True,LHSC,LTNER/GPT-NER,False
428,428.0,428.0,428.0,428.0,428.0,428.0,428.0,,gemma327b,17.0,20.0,4.0,40.0,65.57377049180327,66.66666666666666,66.11570247933884,62.5,True,LHSC,LTNER/GPT-NER,False
429,429.0,429.0,429.0,429.0,429.0,429.0,429.0,,gemma327b,23.0,46.0,2.0,16.0,39.02439024390244,25.806451612903224,31.067961165048544,25.0,True,LHSC,LTNER/GPT-NER,True
430,430.0,430.0,430.0,430.0,430.0,430.0,430.0,,llama3.170b,12.0,18.0,2.0,44.0,75.86206896551724,70.96774193548387,73.33333333333333,68.75,True,LHSC,LTNER/GPT-NER,False
431,431.0,431.0,431.0,431.0,431.0,431.0,431.0,,llama3.170b,8.0,14.0,3.0,47.0,81.03448275862068,77.04918032786885,78.99159663865547,73.4375,True,LHSC,LTNER/GPT-NER,True
432,432.0,432.0,432.0,432.0,432.0,432.0,432.0,,mistral(24b),,,,,,,,,False,MtSinai,LTNER/GPT-NER,True
433,433.0,433.0,433.0,433.0,433.0,433.0,433.0,,gemma327b,1.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,MtSinai,LTNER/GPT-NER,True
434,434.0,434.0,434.0,434.0,434.0,434.0,434.0,,gemma327b,11.0,49.0,1.0,14.0,53.84615384615385,22.22222222222222,31.46067415730337,21.875,True,MtSinai,LTNER/GPT-NER,False
435,435.0,435.0,435.0,435.0,435.0,435.0,435.0,,llama3.170b,13.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,MtSinai,LTNER/GPT-NER,True
436,436.0,436.0,436.0,436.0,436.0,436.0,436.0,,mistral(24b),4.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,MtSinai,LTNER/GPT-NER,False
437,437.0,437.0,437.0,437.0,437.0,437.0,437.0,,llama3.170b,15.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,MtSinai,LTNER/GPT-NER,False
438,438.0,438.0,438.0,438.0,438.0,438.0,438.0,,gemma327b,2.0,61.0,1.0,2.0,40.0,3.1746031746031744,5.88235294117647,3.125,True,NYGH,LTNER/GPT-NER,True
439,439.0,439.0,439.0,439.0,439.0,439.0,439.0,,mistral(24b),7.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,NYGH,LTNER/GPT-NER,False
440,440.0,440.0,440.0,440.0,440.0,440.0,440.0,,gemma327b,1.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,NYGH,LTNER/GPT-NER,False
441,441.0,441.0,441.0,441.0,441.0,441.0,441.0,,mistral(24b),2.0,55.0,1.0,8.0,72.72727272727273,12.698412698412698,21.62162162162162,12.5,True,NYGH,LTNER/GPT-NER,True
442,442.0,442.0,442.0,442.0,442.0,442.0,442.0,,llama3.170b,0.0,60.0,0.0,4.0,100.0,6.25,11.764705882352942,6.25,True,NYGH,LTNER/GPT-NER,True
443,443.0,443.0,443.0,443.0,443.0,443.0,443.0,,llama3.170b,6.0,11.0,2.0,51.0,86.4406779661017,82.25806451612904,84.29752066115704,79.6875,True,NYGH,LTNER/GPT-NER,False
444,444.0,444.0,444.0,444.0,444.0,444.0,444.0,,gemma327b,15.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,SickKids,LTNER/GPT-NER,True
445,445.0,445.0,445.0,445.0,445.0,445.0,445.0,,llama3.170b,,,,,,,,,False,SickKids,LTNER/GPT-NER,True
446,446.0,446.0,446.0,446.0,446.0,446.0,446.0,,mistral(24b),,,,,,,,,False,SickKids,LTNER/GPT-NER,True
447,447.0,447.0,447.0,447.0,447.0,447.0,447.0,,llama3.170b,,,,,,,,,False,SickKids,LTNER/GPT-NER,False
448,448.0,448.0,448.0,448.0,448.0,448.0,448.0,,gemma327b,,,,,,,,,False,SickKids,LTNER/GPT-NER,False
449,449.0,449.0,449.0,449.0,449.0,449.0,449.0,,mistral(24b),,,,,,,,,False,SickKids,LTNER/GPT-NER,False
450,450.0,450.0,450.0,450.0,450.0,450.0,450.0,,llama3.170b,,,,,,,,,False,Trillium,LTNER/GPT-NER,True
451,451.0,451.0,451.0,451.0,451.0,451.0,451.0,,gemma327b,14.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Trillium,LTNER/GPT-NER,True
452,452.0,452.0,452.0,452.0,452.0,452.0,452.0,,mistral(24b),,,,,,,,,False,Trillium,LTNER/GPT-NER,True
453,453.0,453.0,453.0,453.0,453.0,453.0,453.0,,gemma327b,24.0,63.0,0.0,1.0,4.0,1.5625,2.247191011235955,1.5625,True,Trillium,LTNER/GPT-NER,False
454,454.0,454.0,454.0,454.0,454.0,454.0,454.0,,llama3.170b,5.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Trillium,LTNER/GPT-NER,False
455,455.0,455.0,455.0,455.0,455.0,455.0,455.0,,mistral(24b),,,,,,,,,False,Trillium,LTNER/GPT-NER,False
456,456.0,456.0,456.0,456.0,456.0,456.0,456.0,,mistral(24b),10.0,52.0,0.0,12.0,54.54545454545454,18.75,27.90697674418605,18.75,True,UHN,LTNER/GPT-NER,False
457,457.0,457.0,457.0,457.0,457.0,457.0,457.0,,mistral(24b),,,,,,,,,False,UHN,LTNER/GPT-NER,True
458,458.0,458.0,458.0,458.0,458.0,458.0,458.0,,gemma327b,1.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,UHN,LTNER/GPT-NER,False
459,459.0,459.0,459.0,459.0,459.0,459.0,459.0,,llama3.170b,29.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,UHN,LTNER/GPT-NER,True
460,460.0,460.0,460.0,460.0,460.0,460.0,460.0,,llama3.170b,9.0,15.0,4.0,45.0,77.58620689655173,75.0,76.27118644067797,70.3125,True,UHN,LTNER/GPT-NER,False
461,461.0,461.0,461.0,461.0,461.0,461.0,461.0,,gemma327b,1.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,True,UHN,LTNER/GPT-NER,True
462,462.0,462.0,462.0,462.0,462.0,462.0,462.0,,mistral(24b)*ImageInput*,2.0,53.0,2.0,9.0,69.23076923076923,14.516129032258066,24.0,14.0625,True,fakeHospital1,Normal,False
463,463.0,463.0,463.0,463.0,463.0,463.0,463.0,,gemma327b*ImageInput*,3.0,9.0,4.0,51.0,87.93103448275862,85.0,86.4406779661017,79.6875,True,fakeHospital1,Normal,False
464,464.0,464.0,464.0,464.0,464.0,464.0,464.0,,mistral(24b)*ImageInput*,0.0,62.0,2.0,0.0,0.0,0.0,0.0,0.0,True,fakeHospital2,Normal,False
465,465.0,465.0,465.0,465.0,465.0,465.0,465.0,,gemma327b*ImageInput*,2.0,21.0,23.0,20.0,44.44444444444444,48.78048780487805,46.51162790697674,31.25,True,fakeHospital2,Normal,False
466,466.0,466.0,466.0,466.0,466.0,466.0,466.0,,mistral(24b)*ImageInput*,0.0,33.0,3.0,28.0,90.32258064516128,45.90163934426229,60.8695652173913,43.75,True,CHEO,Normal,False
467,467.0,467.0,467.0,467.0,467.0,467.0,467.0,,gemma327b*ImageInput*,9.0,43.0,7.0,14.0,46.666666666666664,24.561403508771928,32.18390804597701,21.875,True,CHEO,Normal,False
468,468.0,468.0,468.0,468.0,468.0,468.0,468.0,,gemma327b*ImageInput*,9.0,40.0,4.0,20.0,60.60606060606061,33.33333333333333,43.01075268817204,31.25,True,Hamilton,Normal,False
469,469.0,469.0,469.0,469.0,469.0,469.0,469.0,,mistral(24b)*ImageInput*,19.0,47.0,11.0,6.0,16.666666666666664,11.320754716981131,13.483146067415731,9.375,True,Hamilton,Normal,False
470,470.0,470.0,470.0,470.0,470.0,470.0,470.0,,gemma327b*ImageInput*,9.0,13.0,21.0,30.0,50.0,69.76744186046511,58.25242718446602,46.875,True,Kingston,Normal,False
471,471.0,471.0,471.0,471.0,471.0,471.0,471.0,,mistral(24b)*ImageInput*,24.0,61.0,1.0,2.0,7.4074074074074066,3.1746031746031744,4.444444444444445,3.125,True,Kingston,Normal,False
472,472.0,472.0,472.0,472.0,472.0,472.0,472.0,,mistral(24b)*ImageInput*,5.0,14.0,4.0,46.0,83.63636363636363,76.66666666666667,80.0,71.875,True,LHSC,Normal,False
473,473.0,473.0,473.0,473.0,473.0,473.0,473.0,,gemma327b*ImageInput*,29.0,31.0,3.0,30.0,48.38709677419355,49.18032786885246,48.78048780487805,46.875,True,LHSC,Normal,False
474,474.0,474.0,474.0,474.0,474.0,474.0,474.0,,gemma327b*ImageInput*,10.0,47.0,4.0,13.0,48.148148148148145,21.666666666666668,29.88505747126437,20.3125,True,MtSinai,Normal,False
475,475.0,475.0,475.0,475.0,475.0,475.0,475.0,,mistral(24b)*ImageInput*,13.0,55.0,6.0,3.0,13.636363636363637,5.172413793103448,7.499999999999999,4.6875,True,MtSinai,Normal,False
476,476.0,476.0,476.0,476.0,476.0,476.0,476.0,,mistral(24b)*ImageInput*,7.0,60.0,4.0,0.0,0.0,0.0,0.0,0.0,True,NYGH,Normal,False
