NuExtract:4B,11.0,49.0,9.67,6.33,23.444444444444446,11.440448219772277,15.37714077493016,9.73846153846154,True,NYGH,,True
NuExtract:4B,14.0,44.0,3.7,10.3,36.78571428571429,18.968692449355437,25.030376670716898,17.758620689655174,True,LHSC,,False
NuExtract:4B,10.0,47.0,6.0,9.0,36.0,16.071428571428573,22.22222222222223,14.516129032258066,True,NYGH,,True
NuExtract:4B,11.0,37.0,11.5,5.5,19.642857142857142,12.941176470588236,15.602836879432626,10.185185185185183,True,NYGH,,True
NuExtract:4B,10.0,32.0,11.0,7.0,25.0,17.94871794871795,20.895522388059703,14.000000000000002,True,SickKids,,False
GLiNER,9.422619047619047,60.42261904761905,0.0,0.5773809523809523,5.773809523809524,0.946526151444184,1.6264252179745136,0.946526151444184,,Hamilton,,True
GLiNER,13.79978354978355,40.79978354978355,0.0,1.20021645021645,8.001443001443,2.8576582148010714,4.211285790233158,2.8576582148010714,,MtSinai,,False
GLiNER,11.83405017921147,63.834050179211474,0.0,2.16594982078853,15.4710701484895,3.281742152709894,5.414874551971325,3.281742152709894,,CHEO,,True
Ihor/gliner-biomed-base-v1.0,18.669757085020244,37.66975708502024,0.0,0.3302429149797571,1.7381206051566165,0.8690603025783082,1.158747070104411,0.8690603025783082,,MtSinai,,True
GLiNER,13.47143310765602,57.47143310765602,0.0,0.5285668923439821,3.775477802457015,0.9113222281792794,1.4682413676221724,0.9113222281792794,,SickKids,,False
GLiNER,11.430555555555555,69.43055555555556,0.0,1.5694444444444444,12.072649572649572,2.2104851330203443,3.736772486772487,2.2104851330203443,,MtSinai,,True
Ihor/gliner-biomed-base-v1.0,16.22108585858586,42.22108585858586,0.0,1.778914141414141,9.882856341189672,4.0429866850321385,5.738432714239165,4.0429866850321385,,Kingston,,False
Ihor/gliner-biomed-base-v1.0,20.84352453102453,49.84352453102453,0.0,0.1564754689754689,0.7451212808355665,0.3129509379509379,0.440775968944983,0.3129509379509379,,CHEO,,True
Ihor/gliner-biomed-base-v1.0,16.67936507936508,52.67936507936508,0.0,1.3206349206349204,7.336860670194002,2.445620223398001,3.668430335097001,2.445620223398001,,Kingston,,False
Ihor/gliner-biomed-base-v1.0,12.991657226831585,70.99165722683158,0.0,0.0083427731684168,0.0641751782185912,0.0117503847442491,0.0198637456390877,0.0117503847442491,,SickKids,,True
GLiNER,13.412045000839568,69.41204500083957,0.0,1.587954999160432,10.586366661069547,2.236556336845679,3.69291860269868,2.236556336845679,,Kingston,,False
GLiNER,13.133333333333333,45.13333333333333,0.0,0.8666666666666667,6.190476190476191,1.884057971014493,2.888888888888889,1.884057971014493,,CHEO,,True
Ihor/gliner-biomed-base-v1.0,17.256626984126985,60.25662698412698,0.0,0.7433730158730161,4.129850088183423,1.21864428831642,1.881957002210168,1.21864428831642,,Hamilton,,False
